Problem	Population Size	Generation	Step Size	Elites	Mutations	Crossovers	Best	Worst	Best Fitness	Worst Fitness	Average	Deviation	Crossover Points	Runtime (ms)
Booth	100	22	0.8	50	50	1	f(-0.8338139645124898, 0.41726066343437185) = 88.05718838214057	f(-1.0584273180277557, -2.5585174054124007) = 267.2056264496469	1.1228739848703093	0.37284825573476205	0.5384530987471319	0	1	35.1876
Booth	100	23	0.8	50	50	1	f(-0.637876018896387, 0.41726066343437185) = 80.60755624896635	f(-1.5688795342659674, -1.7136578278945473) = 240.95911390509735	1.2253767248577134	0.4132929666754466	0.5681046845567315	0	1	35.1876
Booth	100	24	0.8	50	50	1	f(-0.637876018896387, 0.41726066343437185) = 80.60755624896635	f(-1.5688795342659674, -1.388068314845262) = 219.45077909833287	1.2253767248577134	0.45361599722627716	0.6376312547308873	0	1	35.1876
Booth	100	25	0.8	50	50	1	f(-0.637876018896387, 0.9867311288246501) = 60.05932543410736	f(-0.7975713365344913, -1.9924445098889496) = 212.57302567297648	1.6377514702142553	0.4682239233390842	0.7778162780709529	0	1	35.1876
Booth	100	26	0.8	50	50	1	f(-0.14704888722895704, 0.9873240327561432) = 45.30203032270716	f(-0.12200403767681256, -1.9924445098889496) = 175.72931940819961	2.1597325063941875	0.5658370684324627	0.959592670395081	0	1	35.1876
Booth	100	27	0.8	50	50	1	f(0.07236798839567427, 2.2252062175135556) = 13.053820891875095	f(-0.9539597948591725, -1.1197417430542196) = 168.3496323959955	7.115502664319052	0.5904943434785077	1.1969656146501875	0	1	35.1876
Booth	100	28	0.8	50	50	1	f(0.07236798839567427, 2.2252062175135556) = 13.053820891875095	f(-1.078545375155882, -0.5979843957435189) = 146.1578035482246	7.115502664319052	0.679542624236229	1.567392959463383	0.7790470583107892	1	35.1876
Booth	100	29	0.8	50	50	1	f(0.4573550408678799, 2.397262155634153) = 5.905363526897739	f(-1.4103419866496862, 0.0001685856681775677) = 131.8886419217697	14.481496826413334	0.7525097597044378	2.2670490286484215	2.079468974647242	1	35.1876
Booth	100	30	0.8	50	50	1	f(0.5956924186128318, 2.667089969754969) = 2.4482529362076244	f(-0.637876018896387, 0.0001685856681775677) = 97.71494731256868	29.00019280777576	1.0130178126252993	2.86808099873424	3.46121789256692	1	35.1876
Booth	100	31	0.8	50	50	1	f(1.1049449439773245, 2.358019972720749) = 1.5767785194803008	f(-0.7125477195502599, 0.3447634630784473) = 86.29325800307205	38.808147166706654	1.14556384178582	4.370690585015753	5.450288587866065	1	35.1876
