Problem	Population Size	Generation	Step Size	Elites	Mutations	Crossovers	Best	Worst	Best Fitness	Worst Fitness	Average	Deviation	Crossover Points	Runtime (ms)
Rastrigin	100	92	0.8	50	50	1	f(-0.00824097522256817, 0.007675198366976721) = 0.025155301071450253	f(-0.017105439049912685, -0.4457674501175064) = 19.681734073385343	97.54619606949709	4.835184498803066	67.9197959735413	31.323866372501517	1	49.36
Rastrigin	100	93	0.8	50	50	1	f(-0.00824097522256817, 0.007675198366976721) = 0.025155301071450253	f(-0.45336636529085517, 0.02051320924245359) = 19.86270253682784	97.54619606949709	4.793242861200519	71.27778565134786	30.405311143593565	1	49.36
Rastrigin	100	94	0.8	50	50	1	f(-0.00824097522256817, 0.007675198366976721) = 0.025155301071450253	f(-0.017105439049912685, -0.47426573813967776) = 20.15248236655392	97.54619606949709	4.727577513933729	74.88202532856464	30.537211351978268	1	49.36
Rastrigin	100	95	0.8	50	50	1	f(-0.00824097522256817, 0.007675198366976721) = 0.025155301071450253	f(0.5206792718068446, 0.02051320924245359) = 20.27018119524594	97.54619606949709	4.7014174012937335	75.46667228734117	30.80202987457412	1	49.36
Rastrigin	100	96	0.8	50	50	1	f(-9.180298668676201E-05, 0.007675198366976721) = 0.011686432672352254	f(0.5115371402328289, 0.02051320924245359) = 20.318774588796714	98.84485624251353	4.690701127472461	75.61396359901094	30.03172872607805	1	49.36
Rastrigin	100	97	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(-0.7554455703812588, -0.428460006343531) = 29.418836375027617	99.3609536854632	3.2874367305547274	75.6459761850391	30.721484556639204	1	49.36
Rastrigin	100	98	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(0.4323659157741977, 0.02051320924245359) = 19.380869740456173	99.3609536854632	4.906561951156544	75.02491924101173	31.66738326103389	1	49.36
Rastrigin	100	99	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(-0.017105439049912685, -0.4198653176066366) = 18.993266948231224	99.3609536854632	5.001683829807858	79.45068609898406	29.562510392472042	1	49.36
Rastrigin	100	100	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(-0.017105439049912685, 0.5866072317289317) = 18.957677738803838	99.3609536854632	5.010603002451	79.10006119890699	31.13135637087156	1	49.36
Rastrigin	100	101	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(0.06442924590966481, 0.4743885221343944) = 20.908266317832805	99.3609536854632	4.564487146050547	80.79223633808678	29.467397541618464	1	49.36
Rastrigin	100	102	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(0.42492352673112943, -0.5717995137295977) = 38.41494918821685	99.3609536854632	2.5371084337182177	82.0482751181204	29.24747299293961	1	49.36
Rastrigin	100	103	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(-0.38007260595603426, -0.13645771540029938) = 20.91174545179211	99.3609536854632	4.563762399486127	82.00904999400088	30.781279776089185	1	49.36
Rastrigin	100	104	0.8	50	50	1	f(0.0031873059119792435, -0.0047182083558695576) = 0.0064315638169070155	f(0.34770257547169703, 0.007675198366976721) = 15.89304326844884	99.3609536854632	5.9195965114687255	84.99954613866919	27.509211646570837	1	49.36
Rastrigin	100	105	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(0.3088499064612845, -0.7438211209283391) = 24.650753044758332	99.7738854534031	3.8985210229699185	81.62451637975934	31.843069703743918	1	49.36
Rastrigin	100	106	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(0.0031873059119792435, -0.5779998786978132) = 19.159015093787012	99.7738854534031	4.960559805861741	75.42503509565493	35.240423733127734	1	49.36
Rastrigin	100	107	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(-0.25555437367038136, -0.20170944851591488) = 17.46707273517898	99.7738854534031	5.415043382024716	77.63460300292142	34.169612068250245	1	49.36
Rastrigin	100	108	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(-0.017105439049912685, -0.44366201856990156) = 19.63482773040534	99.7738854534031	4.846175665069904	79.62782793687124	34.58856484071393	1	49.36
Rastrigin	100	109	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(-0.448760520844121, -0.3663350138066449) = 36.49760410269621	99.7738854534031	2.666837052472098	79.3503070094656	35.15951076392409	1	49.36
Rastrigin	100	110	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(-1.1771589961709252, -0.3663350138066449) = 23.777087632142518	99.7738854534031	4.035986855463723	74.5266310709827	37.99777728211877	1	49.36
Rastrigin	100	111	0.8	50	50	1	f(0.0031873059119792435, -0.00112454907394266) = 0.002266269831723733	f(-1.6869696361018183, 0.14319160165280392) = 20.50551619787548	99.7738854534031	4.649969760311029	75.36792737902849	36.784208550847296	1	49.36
